,Unnamed: 0,start,end,duration,round_epochs,loss,accuracy,val_loss,val_accuracy,batch_size,lr,optimizer,units
302,114,08/16/21-203104,08/16/21-203112,8.717681407928469,1,11.699664115905762,0.1123666688799858,11.636100769042967,0.11349999904632567,15,1.0,Adamax_7,250
303,405,08/17/21-011602,08/17/21-011609,6.781338453292848,1,146.97479248046875,0.1123666688799858,147.0513153076172,0.11349999904632567,35,1.0,RMSprop_10,250
304,121,08/16/21-203617,08/16/21-203631,13.90647840499878,1,2.7680022716522217,0.1123666688799858,2.768149375915528,0.11349999904632567,15,2.0,AdaBeliefOptimizer_2,250
305,468,08/17/21-020410,08/17/21-020418,8.580530405044557,1,2.381686925888061,0.09929999709129332,2.3763248920440674,0.10320000350475313,40,1.0,AdaBeliefOptimizer_1,250
306,325,08/17/21-001524,08/17/21-001533,9.260440826416016,1,2.460127830505371,0.09929999709129332,2.4545555114746094,0.10320000350475313,30,1.0,AdaBeliefOptimizer_2,250
307,111,08/16/21-202543,08/16/21-202552,8.526755094528196,1,89.65795135498047,0.09929999709129332,88.98670959472656,0.10320000350475313,15,1.0,Adam_4,250
308,243,08/16/21-230425,08/16/21-230432,7.099611520767213,1,3.378493547439575,0.09929999709129332,3.3775250911712646,0.10320000350475313,25,0.1,Adam_4,250
309,115,08/16/21-203112,08/16/21-203125,12.627834558486938,1,81.54119110107422,0.09929999709129332,81.22310638427734,0.10320000350475313,15,1.0,Nadam_8,250
310,180,08/16/21-215508,08/16/21-215521,12.562219858169556,1,2.3896148204803467,0.09929999709129332,2.387391805648804,0.10320000350475313,20,1.0,AdaBeliefOptimizer_1,250
311,194,08/16/21-220449,08/16/21-220457,8.404510736465454,1,206.60813903808597,0.09929999709129332,205.6939697265625,0.10320000350475313,20,2.0,Adam_3,250
312,497,08/17/21-021659,08/17/21-021705,5.915234088897705,1,4.039754390716554,0.09929999709129332,4.041460514068604,0.10320000350475313,40,5.0,Adagrad_6,250
313,285,08/16/21-232921,08/16/21-232929,8.127777099609375,1,548.052490234375,0.09929999709129332,546.0587768554689,0.10320000350475313,25,5.0,RMSprop_10,250
314,481,08/17/21-020946,08/17/21-020955,8.261699199676514,1,2.5323081016540527,0.09929999709129332,2.530258655548096,0.10320000350475313,40,2.0,AdaBeliefOptimizer_2,250
315,355,08/17/21-003045,08/17/21-003054,8.39250636100769,1,416.6771545410156,0.09929999709129332,416.8963928222656,0.10320000350475313,30,5.0,Nadam_8,250
316,273,08/16/21-232320,08/16/21-232328,7.989104509353638,1,307.8953857421875,0.09929999709129332,306.8121643066406,0.10320000350475313,25,2.0,RMSprop_10,250
317,264,08/16/21-231849,08/16/21-231900,11.022113561630249,1,2.4532396793365483,0.09929999709129332,2.454751491546631,0.10320000350475313,25,2.0,AdaBeliefOptimizer_1,250
318,258,08/16/21-231524,08/16/21-231531,7.086629152297974,1,9.067464828491213,0.09929999709129332,8.985574722290039,0.10320000350475313,25,1.0,Adamax_7,250
319,393,08/17/21-011000,08/17/21-011007,6.720669984817505,1,12.228426933288574,0.09929999709129332,12.139738082885742,0.10320000350475313,35,0.1,RMSprop_10,250
320,141,08/16/21-205118,08/16/21-205128,9.986565828323362,1,525.82861328125,0.09929999709129332,520.7432250976561,0.10320000350475313,15,5.0,RMSprop_10,250
321,70,08/16/21-190608,08/16/21-190618,9.484575748443604,1,30.93652153015137,0.09929999709129332,30.81475257873535,0.10320000350475313,10,5.0,SGD_11,250
322,56,08/16/21-185316,08/16/21-185332,15.762341737747192,1,326.5031433105469,0.09929999709129332,326.2933349609375,0.10320000350475313,10,2.0,RMSprop_9,250
323,276,08/16/21-232620,08/16/21-232631,11.0080885887146,1,2.734410047531128,0.09929999709129332,2.7363531589508057,0.10320000350475313,25,5.0,AdaBeliefOptimizer_1,250
324,62,08/16/21-190033,08/16/21-190045,12.249492645263672,1,328.3232116699219,0.10441666841506958,331.6019287109375,0.10279999673366548,10,5.0,Adam_3,250
325,170,08/16/21-214618,08/16/21-214626,8.499783039093018,1,4.095591068267821,0.10441666841506958,4.1100502014160165,0.10279999673366548,20,0.1,Adam_3,250
326,54,08/16/21-185248,08/16/21-185259,11.189590692520142,1,41.64271926879883,0.10441666841506958,41.843074798583984,0.10279999673366548,10,2.0,Adamax_7,250
